Licensee,Address,City,State,Zip,Lat,Long,TotalMedicalSales,TotalAdultUseSales,TotalSalesAll,acquired_datestamp
Red Barn Growers,1405 S. Valley Drive,Las Cruces,NM,88005,32.29275,-106.78442,562455.78,884512.53,1446968.31,2023-01-04-124529
Red Barn Growers,"2529 San Mateo Blvd., NE",Albuquerque,NM,87110,35.10873,-106.58674,268032.76,516302.27,784335.03,2023-01-04-124529
Red Barn Growers Santa Fe Dispensary,1089 S. St. Francis Drive,Santa Fe,NM,87505,35.67483,-105.95295,415337.93,425666.68,841004.61,2023-01-04-124529
Red Gorilla Greens - 4Th St Retail,1100 4th St NW,Albuquerque,NM,87102,35.09524,-106.64943,6031.28,14987.86,21019.14,2023-01-04-124529
Reds Marijuana Shop Llc - Old Coors Dr Retail,207 Old Coors Dr SW,Albuquerque,NM,87121,35.08085,-106.69783,3261.8,7160.3,10422.1,2023-01-04-124529
Reefer Madness Llc - Menaul Blvd Retail,7710 Menaul Blvd,Albuquerque,NM,87110,35.109048,-106.580868,23385.45,78435.78,101821.23,2023-01-04-124529
Releaf Cannabis Co/ Wyoming Blvd Ne,3116 Wyoming Blvd NE,Albuquerque,NM,87123,35.12065,-106.55069,10582.1,28435.51,39017.61,2023-01-04-124529
Ricardo O Wilson - Idaho Retail,1886 W Picacho Ave,Las Cruces,NM,88005,32.3118,-106.80448,4398.72,14978.6,19377.32,2023-01-04-124529
Rio Grande Farmaceuticals Llc,"6919 Montgomery Blvd NE, Suite B",Albuquerque,NM,87109,35.13142,-106.56991,545.6,654965.97,655511.57,2023-01-04-124529
"Rmc Nm, Inc - Anthony Retail",138 Anthony Dr,Anthony,NM,88021,32.017095,-106.60369,244623.62,2269775.23,2514398.85,2023-01-04-124529
"Rmc Nm, Inc - Clayton Retail",106 S First St,Clayton,NM,88415,36.4505,-103.1838,8406.11,556648.93,565055.04,2023-01-04-124529
"Rmc Nm, Inc - Farmington Retail",2800 Main St,Farmington,NM,87402,36.74236,-108.16923,24825.6,227180.94,252006.54,2023-01-04-124529
"Rmc Nm, Inc - Gallup Retail",1121 US 491,Gallup,NM,87301,35.53981,-108.75963,40202.15,422683.61,462885.76,2023-01-04-124529
"Rmc Nm, Inc - Silver City Retail",412 Silver Heights Blvd,Silver City,NM,88061,32.78235,-108.2714,88082.81,174952.81,263035.62,2023-01-04-124529
"Rmc Nm, Inc - T Or C Retail",280 Date St,Truth or Consequences,NM,87901,33.156723,-107.250882,175085.97,264261.26,439347.23,2023-01-04-124529
"Rmc Nm, Inc - Taos",101 Camino De La Placita,Taos,NM,87571,36.4061,-105.57407,17713.26,86239.91,103953.17,2023-01-04-124529
"Rmc Nm, Inc - Tucumcari Blvd Retail",605 W Tucumcari Blvd,Tucumcari,NM,88401,35.159634,-103.770477,31771.98,521680.39,553452.37,2023-01-04-124529
Road Runner Organics Llc - San Mateo Blvd Retail,1931 San Mateo Blvd NE,Albuquerque,NM,87110,35.09787,-106.58671,14314.28,16811.88,31126.16,2023-01-04-124529
Road Runner Organics Llc/ Retail Bosque Farms Blvd,2280 Bosque Farms Blvd,Bosque Farms,NM,87068,34.84135,-106.69068,4489.63,12145.77,16635.4,2023-01-04-124529
Road Runner Organics/ Retail Hwy 47,3524 Hwy 47,Peralta,NM,87042,34.81682,-106.69579,40932.1,70753.54,111685.64,2023-01-04-124529
Roadrunner Retail,2 Marietta Ct Ste B,Edgewood,NM,87015,35.06536,-106.20002,107677.63,296432.11,404109.74,2023-01-04-124529
Rollin Love Llc - 7Th St Retail,2140 7th St,Las Vegas,NM,87701,35.61496,-105.22443,60805.88,123602.44,184408.32,2023-01-04-124529
Root 66 Oragnix/ 4Th St Retail,1304 4th Street SW,Albuquerque,NM,87102,35.07274,-106.65367,0.0,85.0,85.0,2023-01-04-124529
"Round House Reserve, Llc - Solano Retail",200 S Solano Ste 3,Las Cruces,NM,88001,32.314035,-106.779808,23210.77,53014.85,76225.62,2023-01-04-124529
Royal Highness Llc - Camino Del Pueblo,413 S Camino Del Pueblo,Bernalillo,NM,87004,35.31171,-106.54768,21358.52,67762.87,89121.39,2023-01-04-124529
S  H Green Life - Pecan Dr Retail,2010 Pecan Dr,Alamogordo,NM,88310,32.91484,-105.94259,137253.5,157527.44,294780.94,2023-01-04-124529
Sacred Garden,"1300 Luisa Street, Suite 1",Santa Fe,NM,87505,35.671015,-105.950697,736266.68,441400.87,1177667.55,2023-01-04-124529
Sacred Garden Albuquerque Dispensary,3600 Cutler Avenue NE,Albuquerque,NM,87110,35.1057,-106.60309,342074.44,328468.2,670542.64,2023-01-04-124529
Sacred Garden Dispensary Albuquerque San Mateo,"616 San Mateo Boulevard, Suite B",Albuquerque,NM,87108,35.084103,-106.650985,366753.78,198950.56,565704.34,2023-01-04-124529
Sacred Garden Dispensary Las Cruces,642 S. Alameda Blvd.,Las Cruces,NM,88005,32.307626,-106.78093,1026370.06,417991.8,1444361.86,2023-01-04-124529
Sacred Garden Ruidoso,1803 Sudderth Dr,Ruidoso,NM,88345,33.328558,-105.663388,225675.96,203965.12,429641.08,2023-01-04-124529
Sanchez Farms - Copper Ave Retail,220 Copper Ave NW Ste 250,Albuquerque,NM,87102,35.08509,-106.64999,100.0,231.0,331.0,2023-01-04-124529
Sandia Botanicals,2406 Comanche Rd. NE,Albuquerque,NM,87107,35.12322,-106.6177,1296175.12,625178.35,1921353.47,2023-01-04-124529
Sandia Botanicals - Las Cruces,2517 N. Main St.,Las Cruces,NM,88001,32.326493,-106.783295,963868.72,665184.56,1629053.28,2023-01-04-124529
Sangre De Cristo Retail Llc,216A Paseo Del Pueblo Sur,Taos,NM,87571,36.400675,-105.57606,191863.87,927495.26,1119359.13,2023-01-04-124529
Santa Fe Sugar Leaf - Retail,839 Paseo De Peralta,Santa Fe,NM,87501,35.68518,-105.9338,1722.23,8383.26,10105.49,2023-01-04-124529
Sassy Grass Llc/ Retail West Picacho,3100 West Picacho,Las Cruces,NM,88007,32.31156,-106.81828,112.0,0.0,112.0,2023-01-04-124529
Sawmill Cannabis Company Llc,2437 Menaul Blvd NE,Albuquerque,NM,87107,35.109277,-106.595608,5222.0,22542.5,27764.5,2023-01-04-124529
"Sawmill Cannabis Company Llc - Lomas Blvd, Abq",5921 Lomas Blvd NE Ste B,Albuquerque,NM,87110,35.08765,-106.57984,51027.5,121309.0,172336.5,2023-01-04-124529
"Sawmill Cannabis Company Llc - Main St, Los Lunas",3459 Main St,Los Lunas,NM,87031,34.80903,-106.69975,223077.1,425123.7,648200.8,2023-01-04-124529
"Sawmill Cannabis Company Llc - Paseo Del Norte Blvd, Abq",4300 Paseo Del Norte Blvd NE Ste B,Albuquerque,NM,87109,35.17381,-106.60118,56514.0,101768.5,158282.5,2023-01-04-124529
"Sawmill Cannabis Company Llc - Phoenix Nw, Abq",215 Phoenix NW,Albuquerque,NM,87107,35.11348,-106.64402,48378.5,113328.0,161706.5,2023-01-04-124529
Sawmill Cannabis Company Llc/ Retail Calle Cuervo Nw,3500 Calle Cuervo NW,Albuquerque,NM,87114,35.20759,-106.64937,13398.0,32410.5,45808.5,2023-01-04-124529
Sawmill Sweetleaf Llc - Mountain Dr Retail,1501 Mountain Dr NW,Albuquerque,NM,87104,35.09746,-106.66584,0.0,736.46,736.46,2023-01-04-124529
Score 420 Llc - Central  Retail,2125 Central Ave NW,Albuquerque,NM,87104,35.09572,-106.67287,367380.73,775865.2,1143245.93,2023-01-04-124529
Score 420 Llc - Central Ave Manufacturer,2107 Central Ave NW,Albuquerque,NM,87104,35.091998,-106.678521,1658.29,0.0,1658.29,2023-01-04-124529
Score 420 Llc - White Sands Blvd Retail,805 N White Sands Blvd Ste D,Alamogordo,NM,88310,32.898666,-105.960945,60339.41,109772.64,170112.05,2023-01-04-124529
Seven Clover,3800 Central Ave. SE,Albuquerque,NM,87108,35.07917,-106.60201,797419.35,1075268.71,1872688.06,2023-01-04-124529
Seven Clover Albuquerque Dispensary,1016 Juan Tabo Blvd. NE Ste. J,Albuquerque,NM,87112,35.08961,-106.5144,1054099.53,1248185.59,2302285.12,2023-01-04-124529
Seven Clover Dispensary,"7200 Montgomery Blvd NE, Ste. B7-B8",Albuquerque,NM,87109,35.130481,-106.564135,481646.49,716170.03,1197816.52,2023-01-04-124529
Seven Clover Rio Rancho Dispensary,1670 Rio Rancho Drive. SE,Rio Rancho,NM,87124,35.242534,-106.666813,843109.41,1035863.66,1878973.07,2023-01-04-124529
Seven Clover/ Retail S 1St Street,1502 S 1st Street,Tucumcari,NM,88401,35.16474,-103.7246,64357.03,129012.5,193369.53,2023-01-04-124529
Seven Leaf Llc - N Grand Ave Retail,2201 N Grand Ave,Las Vegas,NM,87701,35.61668,-105.20834,0.0,42028.53,42028.53,2023-01-04-124529
Seven Nine Grow Llc - El Paseo Dr Retail,808 El Paseo Dr,Chaparral,NM,88081,32.02344,-106.36664,4432.5,43013.27,47445.77,2023-01-04-124529
Seven Point Farms,3208 Vassar Dr. NE,Albuquerque,NM,87107,35.11666,-106.61478,501.25,0.0,501.25,2023-01-04-124529
Seven Point Farms,7606 Menaul Blvd NE,Albuquerque,NM,87110,35.108845,-106.531508,372873.6,713957.69,1086831.32,2023-01-04-124529
Seven Point Farms Cedar Crest,12202 N. Hwy. 14,Cedar Crest,NM,87008,35.107546,-106.372802,331992.81,421128.14,753120.95,2023-01-04-124529
Seven Point Farms Socorro Dispensary,124 B Manzanares Avenue,Socorro,NM,87801,34.05734,-106.89073,467239.66,640344.48,1107584.14,2023-01-04-124529
Seven Ten Llc/ Retail Central Ave Se,6910 Central Ave SE,Albuquerque,NM,87108,35.0759,-106.57006,1704.81,12065.34,13770.15,2023-01-04-124529
Sierra Madre Med Rec Llc - Questa Retail,2951 Hwy 522,Questa,NM,87556,36.703914,-105.595006,11801.52,33742.43,45543.94,2023-01-04-124529
Smokal Smoke Local - Becker Ave Retail,212 Becker Ave,Belen,NM,87002,34.66002,-106.76994,410254.73,674246.21,1084500.94,2023-01-04-124529
Smoke N Mikes Llc - Sumner Ave Retail,138 W Sumner Ave,Fort Sumner,NM,88119,34.476068,-104.254827,36882.72,86400.96,123283.68,2023-01-04-124529
Smoking Crow Cannabis Company - State Hwy 434 Retail,195 State Hwy 518,Mora,NM,87732,35.974202,-105.330013,34673.45,107923.28,142596.73,2023-01-04-124529
Sol Cannabis Llc - Idaho Retail,523 E Idaho,Las Cruces,NM,88001,32.296889,-106.779585,350314.93,1024853.21,1375168.14,2023-01-04-124529
Southwest Dispensary Llc - Retail Avenida,421 Avenida de Mesilla Suite C,Las Cruces,NM,88005,32.29391,-106.78494,10602.26,30557.99,41160.25,2023-01-04-124529
Southwest Organic Producers,219 Central Ave NW,Albuquerque,NM,87102,35.085667,-106.657127,81016.76,169543.0,250559.76,2023-01-04-124529
Southwest Organic Producers,610 West Second St,Roswell,NM,88201,33.39393,-104.53138,1306542.8,717825.4,2024368.2,2023-01-04-124529
Southwest Organic Producers,2720 Central Ave,Albuquerque,NM,87106,35.068033,-106.496155,153698.2,255867.5,409565.7,2023-01-04-124529
Southwest Organic Producers,3504 Montgomery Blvd NE,Albuquerque,NM,87107,35.13066,-106.6062,72.0,0.0,72.0,2023-01-04-124529
Southwest Organic Producers,4604 Corrales Road,Corrales,NM,87048,35.22669,-106.61369,353726.45,392293.56,746020.01,2023-01-04-124529
Southwest Organic Producers - Clovis,816 N. Prince St,Clovis,NM,88101,34.40649,-103.1968,717071.7,595290.1,1312361.8,2023-01-04-124529
Southwest Organic Producers Production- Seasonal,379 Camino De Corrales Del Norte,Corrales,NM,87048,35.273472,-106.604082,437.0,0.0,437.0,2023-01-04-124529
Southwest Organic Products,2803 Suddreth Dr Ste B,Ruidoso,NM,88345,33.33158,-105.673099,353149.3,378805.5,731954.8,2023-01-04-124529
Southwest Organics Producers/ Retail N Dal Paso St,1706 N Dal Paso St,Hobbs,NM,88240,32.71902,-103.12722,53011.7,107948.4,160960.1,2023-01-04-124529
Southwest Wellness Center - Guadalupe Santa Fe,604 N. Guadalupe Street,Santa Fe,NM,87501,35.689476,-105.943626,144397.57,268869.58,413267.15,2023-01-04-124529
Southwest Wellness Center - Taos,1033-A Paseo Del Pueblo Sur,Taos,NM,87571,36.400675,-105.57606,584514.44,702674.79,1287189.23,2023-01-04-124529
Southwest Wellness Center- 98Th St. Dispensary,101 98th St. NW Suite 101,Albuquerque,NM,87121,35.084103,-106.650985,511311.63,620031.22,1131342.85,2023-01-04-124529
Southwest Wellness Center- Albq. Dispensary,"9132 Montgomery Blvd. NE, Suite D.",Albuquerque,NM,87111,35.130603,-106.500279,335401.34,234855.02,570256.36,2023-01-04-124529
Southwest Wellness Center- Espanola,421 A South Riverside Drive,Espanola,NM,87532,35.993394,-106.067986,443028.7,514598.56,957627.26,2023-01-04-124529
Southwest Wellness Center- San Pedro Dispensary,2325 San Pedro Dr. NE  Suite 1G,Albuquerque,NM,87110,35.084103,-106.650985,438685.84,385712.89,824398.73,2023-01-04-124529
St Canapa Llc - Sudderth Dr Retail,1608 Sudderth Dr,Ruidoso,NM,88345,33.328558,-105.663388,21456.76,207616.55,229073.31,2023-01-04-124529
Stephen Lin Hayden,1144 S Second St,Raton,NM,87740,36.903598,-104.4391,70938.2,637978.81,708917.01,2023-01-04-124529
Stone Central Cannabis Llc - Rt 66 Retail,2015 US Rt 66 West Ste 1,Moriarty,NM,87035,34.99005,-106.049189,68054.88,190473.97,258528.85,2023-01-04-124529
Sweet Greens Inc - Central Retail,2211 Central Ave NW,Albuquerque,NM,87104,35.09604,-106.67354,1730.9,4886.93,6617.83,2023-01-04-124529
Swop Retail,12611 Montgomery Blvd,Albuquerque,NM,87111,35.13131,-106.49646,335026.2,456057.4,791083.6,2023-01-04-124529
Swop-Retail,1604 S. Ave D,Portales,NM,88130,34.172975,-103.334741,545781.0,478284.7,1024065.7,2023-01-04-124529
Taos Cannabis Co-Op Retail, 925 Paseo Del Pueblo Sur,Taos,NM,87571,36.400675,-105.57606,139173.3,546861.79,686035.09,2023-01-04-124529
The Alchemist Llc - Main St Retail,115 West Main St,Farmington,NM,87401,36.729031,-108.213854,13195.93,117298.53,130494.46,2023-01-04-124529
"The Bad Company, Llc - Retail",1616 Eubank NE,Albuquerque,NM,87047,35.154232,-106.524295,338629.82,1082024.23,1420654.05,2023-01-04-124529
"The Bad Company, Llc-Eubank Manufacturer",1616 Eubank Blvd NE Suite B,Albuquerque,NM,87112,35.09885,-106.53225,90.92,0.0,90.92,2023-01-04-124529
The Canna Company,115 N Silver Ave,Deming,NM,88030,32.26913,-107.75734,289923.97,692952.9,982876.87,2023-01-04-124529
The Cannabis Tropical Llc/ Retail Calle De Parian,2060 Calle de Parian,Mesilla,NM,88046,32.27434,-106.79478,0.0,4572.62,4572.62,2023-01-04-124529
The Grass Station Llc - Main St Retail,928 E Main St Bldg C,Farmington,NM,87401,36.7357,-108.18875,81175.97,820779.03,901955.0,2023-01-04-124529
The Green Matrix - S Highway 28 Retail,3100 S Highway 28,Anthony,NM,88021,31.95493,-106.64468,41728.88,181685.4,223414.3,2023-01-04-124529
"The Herb Taxi, Llc - Columbia Dr, Abq",1920 Columbia Dr SE Ste A,Albuquerque,NM,87106,35.06034,-106.61575,1998.5,2616.0,4614.5,2023-01-04-124529
"The Jazz Club Llc - Juan Tabo, Abq",2104 Juan Tabo Blvd NE,Albuquerque,NM,87112,35.10585,-106.51525,42454.99,62925.69,105380.68,2023-01-04-124529
The Medicine Shop - Cerrillos Rd Retail,1836B Cerrillos Rd,Santa Fe,NM,87505,35.6647,-105.97272,0.0,414.6,414.6,2023-01-04-124529
The Pot Hole Llc - S First St Retail,1623 S First St,Clayton,NM,88415,36.450784,-103.184797,5491.3,175607.93,181099.23,2023-01-04-124529
The Reef Joint Llc - 20Th St Retail,3000 E 20th St,Farmington,NM,87402,36.748199,-108.179728,18632.67,129873.96,148506.63,2023-01-04-124529
The Verdes Foundation/ Retail Coors Blvd Nw,10032 Coors Blvd NW,Albuquerque,NM,87114,35.19503,-106.65304,16561.0,8165.0,24726.0,2023-01-04-124529
Three Points Cannabis Llc - Pierce St Retail,1101 W Pierce St,Carlsbad,NM,88220,32.439778,-104.255908,959.47,19268.2,20227.67,2023-01-04-124529
Thrive Apothecary Nm Llc - Retail,5926 2nd St NW,Albuquerque,NM,87107,35.121605,-106.641048,16994.5,64150.79,81145.29,2023-01-04-124529
Tko Cannabis Llc - Pierce Retail,2302 W Pierce St,Carlsbad,NM,88220,32.43902,-104.25413,86115.7,861897.64,948013.34,2023-01-04-124529
Tnm Holdings Llc/ Retail Wheeler Avenue,800 Wheeler Avenue,Texico,NM,88135,34.38906,-103.05158,3076.8,46343.16,49419.96,2023-01-04-124529
Toasted Llc - 4Th St Retail,7103 4th St NW Bldg F,Los Ranchos,NM,87107,35.16465,-106.63795,21584.12,101429.49,123013.61,2023-01-04-124529
Toker King Llc/ Retail W Kansas Ave,211 W Kansas Ave,Jal,NM,88252,32.11976,-103.19513,1826.82,263837.26,265664.08,2023-01-04-124529
Toot Toot Properties Llc/ Retail Us Hwy 54,124 US Hwy 54,Logan,NM,88426,35.35795,-103.41073,1075.5,4395.96,5471.46,2023-01-04-124529
Top Of The 8Th Llc - Retail,1275 Anthony Dr Ste C7,Anthony,NM,88021,32.01673,-106.60473,105333.3,699165.71,804499.01,2023-01-04-124529
Toques Llc/ Retail Broadbent Pkwy Ne,2809 Broadbent Pkwy NE,Albuquerque,NM,87107,35.11301,-106.6287,2548.08,10387.2,12935.28,2023-01-04-124529
Treez Llc/ Retail W Broadway,816 West Broadway,Bloomfield,NM,87413,36.71154,-107.98878,588.04,40787.24,41375.28,2023-01-04-124529
U La La Cannabis Company Llc/ Retail S Main Ave,2330 S Main Ave,Lovington,NM,88260,32.92638,-103.34406,61118.91,123945.74,185064.65,2023-01-04-124529
Ultmtgrwthllc - Retail,3500 Foot Hills Road,Las Cruces,NM,88011,32.3132,-106.73851,31305.87,83359.02,114664.89,2023-01-04-124529
Ultra Health Retail, 610 N. Broadway,Truth or Consequences,NM,87901,33.12853,-107.255579,299985.05,222244.32,522229.37,2023-01-04-124529
Ultra Health Retail,1301 S.  Canal St,Carlsbad,NM,88220,32.38989,-104.218898,629506.48,1261441.82,1890948.3,2023-01-04-124529
Ultra Health Retail,8104 Wyoming,Albuquerque,NM,87113,35.17562,-106.55964,105209.14,180137.92,285347.06,2023-01-04-124529
Ultra Health Retail,610 N. Broadway,Truth or Consequences,NM,87901,33.12853,-107.255579,162077.49,141397.02,303474.51,2023-01-04-124529
Ultra Health Retail,807 E. Pinte,Deming,NM,88030,32.268698,-107.75864,643743.54,774752.82,1418496.36,2023-01-04-124529
Ultra Health Retail,1012 W. 2nd st,Portales,NM,88130,34.177388,-103.35243,368638.44,258707.46,627345.9,2023-01-04-124529
Ultra Health Retail,2801 Sudderth Dr,Ruidoso,NM,88345,33.328558,-105.663388,270935.86,350077.64,621013.5,2023-01-04-124529
Unbeweedable Cannabis Cafe Llc - Retail Eubank Blvd Ne,1309 Eubank Blvd NE,Albuquerque,NM,87112,35.09343,-106.53315,877.98,2759.12,3637.1,2023-01-04-124529
Urban Wellness,2910 San Mateo Blvd. NE,Albuquerque,NM,87110,35.11507,-106.58603,136650.92,153140.59,289791.51,2023-01-04-124529
Urban Wellness,2910 San Mateo Blvd.,Albuquerque,NM,87110,35.084103,-106.650985,1428874.99,1621205.37,3050080.36,2023-01-04-124529
Urban Wellness Dispensary,120 98th ST NW,Albuquerque,NM,87121,35.07468,-106.74185,982449.38,1775044.6,2757493.98,2023-01-04-124529
Urban Wellness Dispensary,405 Montano Rd NE,Albuquerque,NM,87107,35.136359,-106.626945,605156.92,826079.7,1431236.62,2023-01-04-124529
Urban Wellness Dispensary Albuquerque,4601 Paradise Blvd. Suite H,Albuquerque,NM,87114,35.084103,-106.650985,2159184.48,2711063.44,4870247.92,2023-01-04-124529
Urban Wellness Dispensary Albuquerque,"7610 Carmel NE, Ste. B",Albuquerque,NM,87122,35.17679,-106.55878,940140.49,1577113.75,2517254.24,2023-01-04-124529
Urban Wellness- Dispensary,6220 San Mateo BLVD,Albuquerque,NM,87190,35.084103,-106.650985,832053.54,1544447.75,2376501.29,2023-01-04-124529
Vana Society Llc,"3608 N Prince Street, Suite E",Clovis,NM,88101,34.399485,-103.19657,70090.81,490150.28,560241.07,2023-01-04-124529
Vana Society Llc/ Retail Yale Blvd Se,416 Yale Blvd SE,Albuquerque,NM,87106,35.07452,-106.62175,6254.61,17050.93,23305.54,2023-01-04-124529
Verdes Foundation,7301 San Antonio Drive NE,Albuquerque,NM,87109,35.160407,-106.588243,4094577.13,2123376.2,6217953.33,2023-01-04-124529
Verdes Foundation,6005 Coronado Ave NE,Albuquerque,NM,87109,35.16602,-106.57951,71.0,0.0,71.0,2023-01-04-124529
Verdes Foundation,2320 Grande Blvd. SE,Rio Rancho,NM,87124,35.221862,-106.663632,3407071.61,1611417.73,5018489.34,2023-01-04-124529
"Verdes Foundation - Zafarano, Sf",3530 Zafarano Dr Ste C5,Santa Fe,NM,87507,35.64015,-106.0128,23294.63,29931.5,53226.13,2023-01-04-124529
Verdes Foundation- Retail Location,220 Shelby St,Santa Fe,NM,87501,35.685442,-105.938583,329116.82,680662.46,1009779.28,2023-01-04-124529
Vt Industries Llc/ Retail W River Street,320 W River Street,Red River,NM,87558,36.71046,-105.41174,3604.66,65106.58,68711.24,2023-01-04-124529
Wheeed Llc - Los Alamos Retail,555 Oppenheimer Dr,Los Alamos,NM,87544,35.881688,-106.305683,186731.82,354030.26,540762.08,2023-01-04-124529
Yerba Buena/ Retail Tucumcari Blvd,123 Tucumcari Blvd,Tucumcari,NM,88401,35.172,-103.72528,8821.81,11231.38,20053.19,2023-01-04-124529
Zia Collective Dispensary- Solano Retail,951 N Solano Dr Suite B,Las Cruces,NM,88001,32.314035,-106.779808,20734.41,56762.73,77497.14,2023-01-04-124529
Zia Toke Llc - Main St Retail,4339 E Main St,Farmington,NM,87402,36.774322,-108.133162,54539.79,531576.98,586116.77,2023-01-04-124529
Zold Llc,205 Wheeler Ave,Texico,NM,88135,34.388724,-103.043704,33431.26,495645.99,529077.25,2023-01-04-124529
Zs Bud Board Llc - Mechem Retail,200 Mechem Unit 5,Ruidoso,NM,88345,33.333995,-105.681249,42443.66,77254.16,119697.82,2023-01-04-124529
