Licensee,Address,City,State,Zip,Lat,Long,TotalMedicalSales,TotalAdultUseSales,TotalSalesAll,acquired_datestamp
"Round House Reserve, Llc - Solano Retail",200 S Solano Ste 3,Las Cruces,NM,88001,32.314035,-106.779808,16736.87,41254.65,57991.52,2022-12-02-154633
Royal Highness Llc - Camino Del Pueblo,413 S Camino Del Pueblo,Bernalillo,NM,87004,35.31171,-106.54768,18432.72,57314.16,75746.88,2022-12-02-154633
S  H Green Life - Pecan Dr Retail,2010 Pecan Dr,Alamogordo,NM,88310,32.91484,-105.94259,111447.05,115582.41,227029.46,2022-12-02-154633
Sacred Garden,"1300 Luisa Street, Suite 1",Santa Fe,NM,87505,35.671015,-105.950697,669567.2,382494.75,1052061.95,2022-12-02-154633
Sacred Garden Albuquerque Dispensary,3600 Cutler Avenue NE,Albuquerque,NM,87110,35.1057,-106.60309,314863.51,295599.7,610463.21,2022-12-02-154633
Sacred Garden Dispensary Albuquerque San Mateo,"616 San Mateo Boulevard, Suite B",Albuquerque,NM,87108,35.084103,-106.650985,334498.79,176405.1,510903.89,2022-12-02-154633
Sacred Garden Dispensary Las Cruces,642 S. Alameda Blvd.,Las Cruces,NM,88005,32.307626,-106.78093,941938.49,367330.15,1309268.64,2022-12-02-154633
Sacred Garden Ruidoso,1803 Sudderth Dr,Ruidoso,NM,88345,33.328558,-105.663388,211783.65,175391.42,387175.07,2022-12-02-154633
Sanchez Farms - Copper Ave Retail,220 Copper Ave NW Ste 250,Albuquerque,NM,87102,35.08509,-106.64999,100.0,17.0,117.0,2022-12-02-154633
Sandia Botanicals,2406 Comanche Rd. NE,Albuquerque,NM,87107,35.123895,-106.624696,1179718.69,567534.56,1747253.25,2022-12-02-154633
Sandia Botanicals - Las Cruces,2517 N. Main St.,Las Cruces,NM,88001,32.326493,-106.783295,875872.23,589813.76,1465685.99,2022-12-02-154633
Sangre De Cristo Retail Llc,216A Paseo Del Pueblo Sur,Taos,NM,87571,36.400675,-105.57606,161091.8,785646.26,946738.06,2022-12-02-154633
Santa Fe Sugar Leaf - Retail,839 Paseo De Peralta,Santa Fe,NM,87501,35.68518,-105.9338,49.5,161.81,211.31,2022-12-02-154633
Sassy Grass Llc/ Retail West Picacho,3100 West Picacho,Las Cruces,NM,88007,32.31156,-106.81828,112.0,0.0,112.0,2022-12-02-154633
Sawmill Cannabis Company Llc,2437 Menaul Blvd NE,Albuquerque,NM,87107,35.109277,-106.595608,120.0,0.0,120.0,2022-12-02-154633
"Sawmill Cannabis Company Llc - Lomas Blvd, Abq",5921 Lomas Blvd NE Ste B,Albuquerque,NM,87110,35.08765,-106.57984,39467.0,91359.0,130826.0,2022-12-02-154633
"Sawmill Cannabis Company Llc - Main St, Los Lunas",3459 Main St,Los Lunas,NM,87031,34.80903,-106.69975,194867.6,359424.2,554291.8,2022-12-02-154633
"Sawmill Cannabis Company Llc - Paseo Del Norte Blvd, Abq",4300 Paseo Del Norte Blvd NE Ste B,Albuquerque,NM,87109,35.17381,-106.60118,48340.0,81078.5,129418.5,2022-12-02-154633
"Sawmill Cannabis Company Llc - Phoenix Nw, Abq",215 Phoenix NW,Albuquerque,NM,87107,35.11348,-106.64402,39131.0,90231.0,129362.0,2022-12-02-154633
Sawmill Cannabis Company Llc/ Retail Calle Cuervo Nw,3500 Calle Cuervo NW,Albuquerque,NM,87114,35.20759,-106.64937,4359.0,10935.5,15294.5,2022-12-02-154633
Sawmill Sweetleaf Llc - Mountain Dr Retail,1501 Mountain Dr NW,Albuquerque,NM,87104,35.09746,-106.66584,0.0,736.46,736.46,2022-12-02-154633
Score 420 Llc - Central  Retail,2125 Central Ave NW,Albuquerque,NM,87104,35.09572,-106.67287,289200.56,608427.32,897627.88,2022-12-02-154633
Score 420 Llc - Central Ave Manufacturer,2107 Central Ave NW,Albuquerque,NM,87104,35.091998,-106.678521,1321.77,0.0,1321.77,2022-12-02-154633
Score 420 Llc - White Sands Blvd Retail,805 N White Sands Blvd Ste D,Alamogordo,NM,88310,32.898666,-105.960945,60339.41,109772.64,170112.05,2022-12-02-154633
Seven Clover,3800 Central Ave. SE,Albuquerque,NM,87108,35.07917,-106.60201,746960.37,991113.87,1738074.24,2022-12-02-154633
Seven Clover Albuquerque Dispensary,1016 Juan Tabo Blvd. NE Ste. J,Albuquerque,NM,87112,35.08961,-106.5144,970627.86,1140526.09,2111153.95,2022-12-02-154633
Seven Clover Dispensary,"7200 Montgomery Blvd NE, Ste. B7-B8",Albuquerque,NM,87109,35.130481,-106.564135,440205.64,649286.59,1089492.23,2022-12-02-154633
Seven Clover Rio Rancho Dispensary,1670 Rio Rancho Drive. SE,Rio Rancho,NM,87124,35.242534,-106.666813,767035.74,924486.97,1691522.71,2022-12-02-154633
Seven Clover/ Retail S 1St Street,1502 S 1st Street,Tucumcari,NM,88401,35.17726,-103.72441,55422.5,107899.95,163322.45,2022-12-02-154633
Seven Leaf Llc - N Grand Ave Retail,2201 N Grand Ave,Las Vegas,NM,87701,35.61668,-105.20834,0.0,6128.19,6128.19,2022-12-02-154633
Seven Nine Grow Llc - El Paseo Dr Retail,808 El Paseo Dr,Chaparral,NM,88081,32.02344,-106.36664,1920.5,20781.72,22702.22,2022-12-02-154633
Seven Point Farms,7606 Menaul Blvd NE,Albuquerque,NM,87110,35.108845,-106.531508,344858.23,653607.85,998466.11,2022-12-02-154633
Seven Point Farms,3208 Vassar Dr. NE,Albuquerque,NM,87107,35.11666,-106.61478,501.25,0.0,501.25,2022-12-02-154633
Seven Point Farms Cedar Crest,12202 N. Hwy. 14,Cedar Crest,NM,87008,35.107546,-106.372802,307148.62,383223.19,690371.81,2022-12-02-154633
Seven Point Farms Socorro Dispensary,124 B Manzanares Avenue,Socorro,NM,87801,34.057277,-106.893017,423860.38,573831.68,997692.06,2022-12-02-154633
Seven Ten Llc/ Retail Central Ave Se,6910 Central Ave SE,Albuquerque,NM,87108,35.0759,-106.57006,176.25,478.16,654.41,2022-12-02-154633
Sierra Madre Med Rec Llc - Questa Retail,2951 Hwy 522,Questa,NM,87556,36.703914,-105.595006,11675.44,33423.18,45098.62,2022-12-02-154633
Smokal Smoke Local - Becker Ave Retail,212 Becker Ave,Belen,NM,87002,34.66002,-106.76994,348013.05,566938.96,914952.01,2022-12-02-154633
Smoke N Mikes Llc - Sumner Ave Retail,138 W Sumner Ave,Fort Sumner,NM,88119,34.476068,-104.254827,31482.03,71860.68,103342.71,2022-12-02-154633
Smoking Crow Cannabis Company - State Hwy 434 Retail,195 State Hwy 518,Mora,NM,87732,35.974202,-105.330013,28653.39,81799.23,110452.62,2022-12-02-154633
Sol Cannabis Llc - Idaho Retail,523 E Idaho,Las Cruces,NM,88001,32.296889,-106.779585,324654.09,947931.32,1272585.41,2022-12-02-154633
Southwest Dispensary Llc - Retail Avenida,421 Avenida de Mesilla Suite C,Las Cruces,NM,88005,32.29391,-106.78494,1294.15,5440.6,6734.75,2022-12-02-154633
Southwest Organic Producers,3504 Montgomery Blvd NE,Albuquerque,NM,87107,35.13066,-106.6062,72.0,0.0,72.0,2022-12-02-154633
Southwest Organic Producers,2720 Central Ave,Albuquerque,NM,87106,35.068033,-106.496155,130866.3,216654.0,347520.3,2022-12-02-154633
Southwest Organic Producers,610 West Second St,Roswell,NM,88201,33.394328,-104.522952,1183732.7,586708.5,1770441.2,2022-12-02-154633
Southwest Organic Producers,4604 Corrales Road,Corrales,NM,87048,35.22669,-106.61369,309429.25,345739.7,655168.95,2022-12-02-154633
Southwest Organic Producers,219 Central Ave NW,Albuquerque,NM,87102,35.085667,-106.657127,73909.64,151905.5,225815.14,2022-12-02-154633
Southwest Organic Producers - Clovis,816 N. Prince St,Clovis,NM,88101,34.40649,-103.1968,643172.4,524498.1,1167670.5,2022-12-02-154633
Southwest Organic Producers Production- Seasonal,379 Camino De Corrales Del Norte,Corrales,NM,87048,35.273472,-106.604082,403.0,0.0,403.0,2022-12-02-154633
Southwest Organic Products,2803 Suddreth Dr Ste B,Ruidoso,NM,88345,33.33158,-105.673099,315872.4,334085.0,649957.4,2022-12-02-154633
Southwest Organics Producers/ Retail N Dal Paso St,1706 N Dal Paso St,Hobbs,NM,88240,32.71902,-103.12722,25839.7,51303.4,77143.1,2022-12-02-154633
Southwest Wellness Center - Guadalupe Santa Fe,604 N. Guadalupe Street,Santa Fe,NM,87501,35.689476,-105.943626,144397.57,268869.58,413267.15,2022-12-02-154633
Southwest Wellness Center - Taos,1033-A Paseo Del Pueblo Sur,Taos,NM,87571,36.400675,-105.57606,584514.44,702674.79,1287189.23,2022-12-02-154633
Southwest Wellness Center- 98Th St. Dispensary,101 98th St. NW Suite 101,Albuquerque,NM,87121,35.084103,-106.650985,511311.63,620031.22,1131342.85,2022-12-02-154633
Southwest Wellness Center- Albq. Dispensary,"9132 Montgomery Blvd. NE, Suite D.",Albuquerque,NM,87111,35.130603,-106.500279,335401.34,234855.02,570256.36,2022-12-02-154633
Southwest Wellness Center- Espanola,421 A South Riverside Drive,Espanola,NM,87532,35.993394,-106.067986,443028.7,514598.56,957627.26,2022-12-02-154633
Southwest Wellness Center- San Pedro Dispensary,2325 San Pedro Dr. NE  Suite 1G,Albuquerque,NM,87110,35.084103,-106.650985,438685.84,385712.89,824398.73,2022-12-02-154633
Southwest Wellness Center- Santa Fe,1829 Cerrillos Road,Santa Fe,NM,87505,35.636358,-106.018843,607452.82,813531.95,1420984.77,2022-12-02-154633
St Canapa Llc - Sudderth Dr Retail,1608 Sudderth Dr,Ruidoso,NM,88345,33.328558,-105.663388,17724.63,155684.11,173408.74,2022-12-02-154633
Stephen Lin Hayden,1144 S Second St,Raton,NM,87740,36.903598,-104.4391,63806.81,567177.67,630984.48,2022-12-02-154633
Stone Central Cannabis Llc - Rt 66 Retail,2015 US Rt 66 West Ste 1,Moriarty,NM,87035,34.99005,-106.049189,51485.69,148451.05,199936.74,2022-12-02-154633
Swop Retail,12611 Montgomery Blvd,Albuquerque,NM,87111,35.130603,-106.500279,298986.0,401412.4,700398.4,2022-12-02-154633
Swop-Retail,1604 S. Ave D,Portales,NM,88130,34.172975,-103.334741,480051.9,410494.5,890546.4,2022-12-02-154633
Taos Cannabis Co-Op Retail, 925 Paseo Del Pueblo Sur,Taos,NM,87571,36.400675,-105.57606,139173.3,546861.79,686035.09,2022-12-02-154633
The Alchemist Llc - Main St Retail,115 West Main St,Farmington,NM,87401,36.729031,-108.213854,11227.78,104592.81,115820.59,2022-12-02-154633
"The Bad Company, Llc - Retail",1616 Eubank NE,Albuquerque,NM,87047,35.154232,-106.524295,307366.21,963947.52,1271313.72,2022-12-02-154633
"The Bad Company, Llc-Eubank Manufacturer",1616 Eubank Blvd NE Suite B,Albuquerque,NM,87112,35.09885,-106.53225,77.93,0.0,77.93,2022-12-02-154633
The Canna Company,115 N Silver Ave,Deming,NM,88030,32.277902,-107.758838,237292.31,567679.18,804971.49,2022-12-02-154633
The Grass Station Llc - Main St Retail,928 E Main St Bldg C,Farmington,NM,87401,36.7357,-108.18875,65537.74,706557.34,772095.08,2022-12-02-154633
The Green Matrix - S Highway 28 Retail,3100 S Highway 28,Anthony,NM,88021,31.95493,-106.64468,29905.21,128112.46,158017.68,2022-12-02-154633
"The Herb Taxi, Llc - Columbia Dr, Abq",1920 Columbia Dr SE Ste A,Albuquerque,NM,87106,35.06034,-106.61575,96.0,282.0,378.0,2022-12-02-154633
"The Jazz Club Llc - Juan Tabo, Abq",2104 Juan Tabo Blvd NE,Albuquerque,NM,87112,35.112993,-106.515551,24247.17,37391.44,61638.61,2022-12-02-154633
The Medicine Shop - Cerrillos Rd Retail,1836B Cerrillos Rd,Santa Fe,NM,87505,35.6647,-105.97272,0.0,186.6,186.6,2022-12-02-154633
The Pot Hole Llc - S First St Retail,1623 S First St,Clayton,NM,88415,36.450784,-103.184797,5184.78,151047.66,156232.44,2022-12-02-154633
The Reef Joint Llc - 20Th St Retail,3000 E 20th St,Farmington,NM,87402,36.748199,-108.179728,14639.15,101383.54,116022.69,2022-12-02-154633
Three Points Cannabis Llc - Pierce St Retail,1101 W Pierce St,Carlsbad,NM,88220,32.439778,-104.255908,959.47,19268.2,20227.67,2022-12-02-154633
Thrive Apothecary Nm Llc - Retail,5926 2nd St NW,Albuquerque,NM,87107,35.121605,-106.641048,14858.0,56428.79,71286.79,2022-12-02-154633
Tko Cannabis Llc - Pierce Retail,2302 W Pierce St,Carlsbad,NM,88220,32.44057,-104.254315,67275.61,749404.9,816680.51,2022-12-02-154633
Tnm Holdings Llc/ Retail Wheeler Avenue,800 Wheeler Avenue,Texico,NM,88135,34.38906,-103.05158,2156.39,26012.81,28169.2,2022-12-02-154633
Toasted Llc - 4Th St Retail,7103 4th St NW Bldg F,Los Ranchos,NM,87107,35.16465,-106.63795,19230.14,86732.63,105962.77,2022-12-02-154633
Toker King Llc/ Retail W Kansas Ave,211 W Kansas Ave,Jal,NM,88252,32.11976,-103.19513,1219.1,132981.14,134200.24,2022-12-02-154633
Top Of The 8Th Llc - Retail,1275 Anthony Dr Ste C7,Anthony,NM,88021,32.00399,-106.605826,92229.95,605352.05,697582.0,2022-12-02-154633
Toques Llc/ Retail Broadbent Pkwy Ne,2809 Broadbent Pkwy NE,Albuquerque,NM,87107,35.11301,-106.6287,780.5,2792.52,3573.02,2022-12-02-154633
Treez Llc/ Retail W Broadway,816 West Broadway,Bloomfield,NM,87413,36.71154,-107.98878,0.0,9764.09,9764.09,2022-12-02-154633
U La La Cannabis Company Llc/ Retail S Main Ave,2330 S Main Ave,Lovington,NM,88260,32.92638,-103.34406,44677.54,90681.27,135358.81,2022-12-02-154633
Ultmtgrwthllc - Retail,3500 Foot Hills Road,Las Cruces,NM,88011,32.3132,-106.73851,27428.13,73322.8,100750.93,2022-12-02-154633
Ultra Health Retail,8104 Wyoming,Albuquerque,NM,87113,35.17562,-106.55964,95078.35,157637.81,252716.16,2022-12-02-154633
Ultra Health Retail,1301 S.  Canal St,Carlsbad,NM,88220,32.38989,-104.218898,576296.42,1141255.27,1717551.69,2022-12-02-154633
Ultra Health Retail,2801 Sudderth Dr,Ruidoso,NM,88345,33.328558,-105.663388,252064.75,316024.67,568089.42,2022-12-02-154633
Ultra Health Retail,610 N. Broadway,Truth or Consequences,NM,87901,33.12853,-107.255579,120623.71,104106.6,224730.31,2022-12-02-154633
Ultra Health Retail,807 E. Pinte,Deming,NM,88030,32.268698,-107.75864,591069.33,706982.0,1298051.33,2022-12-02-154633
Ultra Health Retail,1012 W. 2nd st,Portales,NM,88130,34.177388,-103.35243,332682.56,231592.88,564275.44,2022-12-02-154633
Ultra Health Retail, 610 N. Broadway,Truth or Consequences,NM,87901,33.12853,-107.255579,299985.05,222244.32,522229.37,2022-12-02-154633
Unbeweedable Cannabis Cafe Llc - Retail Eubank Blvd Ne,1309 Eubank Blvd NE,Albuquerque,NM,87112,35.09343,-106.53315,70.0,710.01,780.01,2022-12-02-154633
Urban Wellness,2910 San Mateo Blvd.,Albuquerque,NM,87110,35.084103,-106.650985,1428874.99,1621205.37,3050080.36,2022-12-02-154633
Urban Wellness Dispensary,120 98th ST NW,Albuquerque,NM,87121,35.07468,-106.74185,899818.37,1603104.91,2502923.28,2022-12-02-154633
Urban Wellness Dispensary,405 Montano Rd NE,Albuquerque,NM,87107,35.136359,-106.626945,539892.62,736674.26,1276566.88,2022-12-02-154633
Urban Wellness Dispensary Albuquerque,4601 Paradise Blvd. Suite H,Albuquerque,NM,87114,35.084103,-106.650985,1957840.85,2411794.7,4369635.55,2022-12-02-154633
Urban Wellness Dispensary Albuquerque,"7610 Carmel NE, Ste. B",Albuquerque,NM,87122,35.177125,-106.537841,855168.16,1416177.06,2271345.22,2022-12-02-154633
Urban Wellness- Dispensary,6220 San Mateo BLVD,Albuquerque,NM,87190,35.084103,-106.650985,754845.21,1397671.23,2152516.44,2022-12-02-154633
Vana Society Llc,"3608 N Prince Street, Suite E",Clovis,NM,88101,34.399485,-103.19657,64679.87,426905.23,491585.09,2022-12-02-154633
Verdes Foundation,2320 Grande Blvd. SE,Rio Rancho,NM,87124,35.221862,-106.663632,3085073.02,1412910.46,4497983.48,2022-12-02-154633
Verdes Foundation,6005 Coronado Ave NE,Albuquerque,NM,87109,35.16602,-106.57951,71.0,0.0,71.0,2022-12-02-154633
Verdes Foundation,7301 San Antonio Drive NE,Albuquerque,NM,87109,35.160407,-106.588243,3714675.29,1880551.89,5595227.18,2022-12-02-154633
"Verdes Foundation - Zafarano, Sf",3530 Zafarano Dr Ste C5,Santa Fe,NM,87507,35.64015,-106.0128,494.5,796.0,1290.5,2022-12-02-154633
Verdes Foundation- Retail Location,220 Shelby St,Santa Fe,NM,87501,35.685442,-105.938583,305898.69,607860.46,913759.15,2022-12-02-154633
Vt Industries Llc/ Retail W River Street,320 W River Street,Red River,NM,87558,36.71046,-105.41174,178.48,13227.84,13406.32,2022-12-02-154633
Wheeed Llc - Los Alamos Retail,555 Oppenheimer Dr,Los Alamos,NM,87544,35.881688,-106.305683,154501.19,298264.48,452765.67,2022-12-02-154633
Yerba Buena/ Retail Tucumcari Blvd,123 Tucumcari Blvd,Tucumcari,NM,88401,35.172,-103.72528,2720.93,3453.56,6174.49,2022-12-02-154633
Zia Collective Dispensary- Solano Retail,951 N Solano Dr Suite B,Las Cruces,NM,88001,32.314035,-106.779808,13952.7,40562.64,54515.34,2022-12-02-154633
Zia Toke Llc - Main St Retail,4339 E Main St,Farmington,NM,87402,36.774322,-108.133162,47886.69,457136.08,505022.77,2022-12-02-154633
Zold Llc,205 Wheeler Ave,Texico,NM,88135,34.388724,-103.043704,31021.34,444266.82,475288.16,2022-12-02-154633
Zs Bud Board Llc - Mechem Retail,200 Mechem Unit 5,Ruidoso,NM,88345,33.333995,-105.681249,34625.33,60609.62,95234.95,2022-12-02-154633
