Licensee,Address,City,State,Zip,Lat,Long,TotalMedicalSales,TotalAdultUseSales,TotalSalesAll,acquired_datestamp
Fci Of New Mexico - Cerrillos Rd Retail,3258 Cerrillos Rd,Santa Fe,NM,87507,35.65069,-105.99825,13012.08,22531.79,35543.87,2022-11-03-220052
Fci Of New Mexico - Espanola Retail,419 N Riverside Dr,Espanola,NM,87532,35.987709,-106.061802,73272.56,149474.38,222746.94,2022-11-03-220052
Fci Of New Mexico - Eubank Blvd Retail,2015 Eubank Blvd NE,Albuquerque,NM,87112,35.121251,-106.533379,147829.0,465011.69,612840.69,2022-11-03-220052
Fci Of New Mexico - Farmington Retail,3501 E Main St Ste 1  2,Farmington,NM,87402,36.730429,-108.208919,24571.01,198891.86,223462.87,2022-11-03-220052
Fci Of New Mexico - Gallup Retail,1379 US-491,Gallup,NM,87301,35.527979,-108.759726,35620.04,309686.58,345306.62,2022-11-03-220052
Fci Of New Mexico - Production,1319 E Pine St,Deming,NM,88030,32.269194,-107.75366,6041.27,0.0,6041.27,2022-11-03-220052
Fci Of New Mexico - San Mateo Blvd Retail,4000 San Mateo Blvd NE Ste A,Albuquerque,NM,87110,35.102909,-106.58681,57341.43,182836.42,240177.85,2022-11-03-220052
Fci Of New Mexico - Taos Retail,1128 Paseo del Pueblo Sur,Taos,NM,87571,36.400675,-105.57606,59616.13,238529.9,298146.03,2022-11-03-220052
Flora Verde Llc - Maguey Ct Retail,100 Maguey Ct,Sunland Park,NM,88063,31.796496,-106.579989,23179.85,163840.19,187020.04,2022-11-03-220052
Flowers And Herb Markets Inc - San Pasquale Retail,119 San Pasquale Ave SW Ste A,Albuquerque,NM,87104,35.091831,-106.669324,14053.99,60007.24,74061.23,2022-11-03-220052
Flowers Flowers Lc - Retail,700 E 1st St Space 748,Alamogordo,NM,88310,32.8998,-105.96034,33299.01,45427.94,78726.95,2022-11-03-220052
Fort Twenty Cannabis Company Llc - Jefferson St Retail,7600 Jefferson St NE Ste 6,Albuquerque,NM,87109,35.142281,-106.595766,36871.78,104625.23,141497.01,2022-11-03-220052
Freshbudz Llc - Riverside Dr Retail,1811 N Riverside Dr Ste A,Espanola,NM,87532,36.023218,-106.06371,63157.3,102588.54,165745.84,2022-11-03-220052
Fruit Of The Earth Organics Processing,815 C Early Street,Santa Fe,NM,87505,35.678316,-105.952308,175.0,0.0,175.0,2022-11-03-220052
Fruit Of The Earth Organics-Dispensary,901 Early Street,Santa Fe,NM,87505,35.678316,-105.952308,1645743.77,742592.33,2388336.1,2022-11-03-220052
Gaia Traders - Rufina Retail,1330 Rufina Circle,Santa Fe,NM,87507,35.654071,-105.995537,13188.0,65069.1,78257.1,2022-11-03-220052
Gallegos  Rhodes Enterprises Llc - Kent Ave Retail,1125 Kent Ave NW,Albuquerque,NM,87102,35.087453,-106.65837,63916.92,254748.39,318665.3,2022-11-03-220052
Gh Llc,2621 Wyoming,Albuquerque,NM,87112,35.11584,-106.55129,99870.15,204646.26,304516.41,2022-11-03-220052
Gh Llc,601 Paragon,Albuquerque,NM,87105,35.125806,-106.664999,320151.66,562624.6,882776.26,2022-11-03-220052
Gnomad Llc-Broadway Retail,223 West Broadway Ste A,Tatum,NM,88267,33.25682,-103.31589,64611.12,242455.13,307066.25,2022-11-03-220052
Golden-Roots Llc - Old Coors Dr Retail,806 Old Coors Dr SW Ste D,Albuquerque,NM,87121,35.0714,-106.69911,81195.84,223199.1,304394.94,2022-11-03-220052
Gradys - Retail,111 N Main,Aztec,NM,87410,36.822063,-107.992899,37311.95,212412.81,249724.76,2022-11-03-220052
Grandmas Pot Shop Llc - Peralta,2 Valencia Rd,Peralta,NM,87042,34.815239,-106.694739,26770.9,62009.05,88779.95,2022-11-03-220052
Grassroots Rx Dispensary,1005 Mesa Blvd.,Grants,NM,87357,35.160449,-107.834061,122800.22,231747.85,354548.07,2022-11-03-220052
Grassroots Rx Dispensary Albuquerque,3620 Bosque Plaza Lane NW,Albuquerque,NM,87120,35.158592,-106.678019,164918.72,206693.08,371611.8,2022-11-03-220052
Grassroots Rx Dispensary Albuquerque,3701 San Mateo Blvd. NE,Albuquerque,NM,87110,35.116409,-106.586451,54887.62,66006.62,120894.24,2022-11-03-220052
Grassroots Rx Dispensary Gallup,3400 East Hwy 66,Gallup,NM,87301,35.530592,-108.675348,151966.82,425444.89,577411.71,2022-11-03-220052
Green Fuego/ Retail Mallard Way B,7502 Mallard Way B,Santa Fe,NM,87507,35.63553,-106.06538,3241.45,9424.49,12665.94,2022-11-03-220052
Green Minded Holdings Llc,2330 Sudderth Drive,Ruidoso,NM,88345,33.328558,-105.663388,34799.64,346126.16,380925.8,2022-11-03-220052
Green Minded Holdings Llc,876 Highway 48,Alto,NM,88312,35.978924,-105.308068,85547.37,348232.53,433779.9,2022-11-03-220052
Green Remedy Enterprises Llc - Solano,590 S Solano,Las Cruces,NM,88001,32.30809,-106.76516,497.88,2258.77,2756.65,2022-11-03-220052
"Green Therapy Dispensary, Llc","460 County Line Drive, Space F",Chaparral,NM,88081,32.03179,-106.37773,13708.77,67400.04,81108.81,2022-11-03-220052
Greengo Nm - Lohman Ave Retail,2000 E Lohman Ave Ste E,Las Cruces,NM,88001,32.31091,-106.75653,60827.78,242786.93,303614.71,2022-11-03-220052
H2H Distribution Llc,2400 Juan Tabo Blvd NE Suite B,Albuquerque,NM,87112,35.084103,-106.650985,6381.22,26714.45,33095.67,2022-11-03-220052
H2H Distribution Llc,300 San Mateo Blvd SE,Albuquerque,NM,87108,35.075751,-106.58633,79139.19,301416.16,380555.35,2022-11-03-220052
Happydaze Llc,5000 Jefferson St NE,Albuquerque,NM,87109,35.142281,-106.595766,33700.06,82100.83,115800.89,2022-11-03-220052
Harvest Foundation,150 South St. Francis Drive,Santa Fe,NM,87501,35.68804,-105.95452,216959.43,188420.65,405380.08,2022-11-03-220052
Harvest Foundation - Sudderth Dr,925 Sudderth Dr,Ruidoso,NM,88345,33.328558,-105.663388,46234.68,55910.23,102144.91,2022-11-03-220052
Harvest Foundation Albuquerque Dispensary,"220 Copper Avenue NW, Suite 110, Unit 4",Albuquerque,NM,87102,35.086165,-106.65618,569853.69,329529.98,899383.67,2022-11-03-220052
Hashtag Cannabis Llc - Retail,2460 Missouri Ave,Las Cruces,NM,88001,32.296573,-106.752708,120918.69,277385.22,398303.91,2022-11-03-220052
Healing Herbz/ Retail N Main St,2320 N Main St,Clovis,NM,88101,34.42204,-103.20562,1411.29,1253.92,2665.21,2022-11-03-220052
Healthy Education Society,2409 W. Pierce Street,Carlsbad,NM,88220,32.439778,-104.255908,259015.09,174152.2,433167.29,2022-11-03-220052
Herrera Cannabis Company/ Retail Hwy 550,6404 Hwy 550,Cuba,NM,87013,36.021933,-106.958428,4740.59,53124.2,57864.79,2022-11-03-220052
Hes- Retail,3306 Central Ave SE,Albuquerque,NM,87106,35.080948,-106.617689,126163.04,557961.21,684124.25,2022-11-03-220052
High Class/ Retail Agua Fria St Suite 10,2778 Agua Fria St Suite 5,Santa Fe,NM,87507,35.66483,-105.99294,12847.79,24583.32,37431.11,2022-11-03-220052
High Desert Cannabis Llc/ Retail Rio Grande Blvd Nw Suite B,2400 Rio Grande Blvd NW Suite B,Albuquerque,NM,87104,35.11797,-106.67492,0.0,39108.25,39108.25,2022-11-03-220052
High Desert Relief Dispensary,5041 Main Street,Santa Fe,NM,87507,35.436228,-106.12303,690022.6,502365.86,1192388.46,2022-11-03-220052
High Desert Relief Dispensary,4840-H Pan American East Freeway,Albuquerque,NM,87109,35.13641,-106.60167,1834114.38,595080.42,2429194.8,2022-11-03-220052
High Desert Relief Dispensary,3320-A Coors Blvd NW,Albuquerque,NM,87120,35.106803,-106.704488,1416818.24,577727.74,1994545.98,2022-11-03-220052
High Horse Investment Llc- County Line Dr Retail,545 S County Line Dr Ste B,Chaparral,NM,88081,32.023502,-106.377266,107124.51,339033.78,446158.29,2022-11-03-220052
High Noon/ Retail W Aztec Blvd,2210 W Aztec Blvd,Aztec,NM,87410,36.82493,-108.03061,0.0,48587.72,48587.72,2022-11-03-220052
Honeybudz Llc - Main St Retail,9 Main St,Clayton,NM,88415,36.45164,-103.18504,10846.23,78747.62,89593.85,2022-11-03-220052
"Icanna Llc - N Valley Dr, Lc",505 N Valley Dr,Las Cruces,NM,88005,32.309658,-106.796248,19688.48,202035.17,221723.65,2022-11-03-220052
Keyway - Dispensary -Open,24 Bisbee Ct.,Santa Fe,NM,87508,35.596836,-106.041777,331215.27,310043.37,641258.64,2022-11-03-220052
Keyway Albuquerque Dispensary,"9880 Montgomery Blvd. NE, Ste. C",Albuquerque,NM,87111,35.130603,-106.500279,229391.79,142510.87,371902.66,2022-11-03-220052
Keyway Albuquerque Dispensary,"5659 Jefferson Street NE, Suite A",Albuquerque,NM,87109,35.142281,-106.595766,354371.87,259109.49,613481.36,2022-11-03-220052
Keyway- Retail,1592 San Mateo Lane,Santa Fe,NM,87505,35.662261,-105.961604,150470.64,121972.49,272443.13,2022-11-03-220052
"Kijani Corp - Wyoming Blvd, Abq",343 Wyoming Blvd NE,Albuquerque,NM,87123,35.117049,-106.550838,25404.11,59421.41,84825.52,2022-11-03-220052
Kindlife Kirtland Llc/ Retail Highway 64,4354 Highway 64,Kirtland,NM,87417,36.7356,-108.33059,4456.55,44815.04,49271.59,2022-11-03-220052
Kine Llc - Durazno St Retail,100 Durazno St,Tularosa,NM,88352,33.07614,-106.01649,10.0,0.0,10.0,2022-11-03-220052
"Kure, Inc.",628 Old Las Vegas Hwy,Santa Fe,NM,87508,35.548967,-105.826664,40960.5,49828.0,90788.5,2022-11-03-220052
"Kure, Inc. - Dispensary",220 N. Guadalupe Street,Santa Fe,NM,87507,35.691444,-105.945593,286465.85,536048.94,822514.79,2022-11-03-220052
"Kure, Inc. Dispensary Santa Fe Second Location",2891 Cooks Road,Santa Fe,NM,87507,35.662744,-105.993306,2104.0,0.0,2104.0,2022-11-03-220052
"Kushology 101 Llc - Ohara Rd, Retail",1600 E OHara Rd,Anthony,NM,88021,32.02397,-106.59576,12590.23,130972.55,143562.78,2022-11-03-220052
La Luz Organics Llc - Camino Del Pueblo Retail,961 S Camino Del Pueblo,Bernalillo,NM,87004,35.312253,-106.547332,11695.96,51692.06,63388.02,2022-11-03-220052
Laggray Llc,3023 S First St,Tucumcari,NM,88401,35.16668,-103.738115,77046.68,621625.09,698671.77,2022-11-03-220052
Leaf And Flower Llc,1634 Alameda Blvd NW,Albuquerque,NM,87114,35.20161,-106.6469,752.38,3003.1,3755.48,2022-11-03-220052
Leaf And Flower Llc,6015 4th St NW,Albuquerque,NM,87107,35.13857,-106.641295,152293.62,301540.68,453834.3,2022-11-03-220052
Leaf And Flower Llc,10601 Central Ave NE,Albuquerque,NM,87123,35.069791,-106.512407,100506.0,177257.44,277763.44,2022-11-03-220052
Leaf And Flower Llc,5910 Gibson Blvd SE,Albuquerque,NM,87108,35.05808,-106.5767,36214.68,55573.9,91788.58,2022-11-03-220052
Leaf Republic - Hwy 314 Nw Retail,127 Hwy 314 NW,Los Lunas,NM,87031,34.80813,-106.73587,0.0,23246.84,23246.84,2022-11-03-220052
Loves Cannabis,1220 Eubank Blvd NE Ste B,Albuquerque,NM,87112,35.121251,-106.533379,59615.8,198421.9,258037.7,2022-11-03-220052
Ltdm Llc - Isleta Blvd Retail,468 Isleta Blvd SW,Albuquerque,NM,87105,35.06194,-106.66743,58718.43,124032.67,182751.1,2022-11-03-220052
M.R.R.S. Llc - San Mateo Retail,2130 San Mateo Blvd NE Ste B,Albuquerque,NM,87110,35.102909,-106.58681,10849.04,32123.51,42972.55,2022-11-03-220052
"Madrid Cannabis, Inc - Railyard Ln, Retail",8 Railyard Ln,Madrid,NM,87010,35.406705,-106.152523,20591.82,80913.27,101505.09,2022-11-03-220052
Marcos Antonio Pagan Cartigiano - San Pedro - Retail,301 San Pedro NE,Albuquerque,NM,87108,35.239764,-106.209468,435.09,24686.54,25121.63,2022-11-03-220052
Masbuds Llc - Wyatt Dr Retail,142 Wyatt Dr,Las Cruces,NM,88005,32.299626,-106.775955,13274.09,20749.89,34023.98,2022-11-03-220052
May Flower - 5Th St Retail,301 S 5th St,Estancia,NM,87016,34.761763,-106.05543,31877.04,98884.68,130761.72,2022-11-03-220052
Mcgfarms Llc/ Retail Calle De Dan Albino,2309 Calle de Albino Suite 3,Mesilla,NM,88046,32.27504,-106.79486,412.85,1632.41,2045.26,2022-11-03-220052
Mellow Harvest Dispensary Llc/ Retail N Canal St,117 N Canal St,Carlsbad,NM,88220,32.427428,-104.228973,60877.08,126442.33,187319.41,2022-11-03-220052
Mercan Dreams Llc - Camino Del Pueblo Retail,872 Camino Del Pueblo,Bernalillo,NM,87004,35.312253,-106.547332,171.0,46090.09,46261.09,2022-11-03-220052
Mercan Dreams Llc- Berna Retail,965 US-550 Ste B,Bernalillo,NM,87004,35.32449,-106.56359,0.0,48743.43,48743.43,2022-11-03-220052
Minerva Canna Group Dispensary - Albuquerque,5800 Gibson SE,Albuquerque,NM,87106,35.059009,-106.633823,389495.39,488517.46,878012.85,2022-11-03-220052
Minerva Canna Group Dispensary - Los Lunas,336 Main Street,Los Lunas,NM,87031,34.804828,-106.705262,507580.42,381329.94,888910.36,2022-11-03-220052
Minerva Canna Group Dispensary- Alameda,3410 Hwy 528 NW Suite 105,Albuquerque,NM,87114,35.084103,-106.650985,352749.39,278668.42,631417.81,2022-11-03-220052
Minerva Canna Group Dispensary- Las Vegas,503 6th Street,Las Vegas,NM,87701,35.599036,-105.217728,273717.23,221669.02,495386.25,2022-11-03-220052
Minerva Canna Group Dispensary- Santa Fe/ Consumption,1710 Cerrillos Road,Santa Fe,NM,87507,35.666544,-105.969869,362976.17,498812.84,861789.01,2022-11-03-220052
Minerva Canna Group Dispensary-Bernalillo,113 W. Hwy 550,Bernalillo,NM,87004,35.31872,-106.54613,378819.34,500198.21,879017.55,2022-11-03-220052
Minerva Retail,125 E. Water St,Santa Fe,NM,87501,35.686332,-105.939102,97555.89,449231.4,546787.29,2022-11-03-220052
Mj Alta Vida Products Llc - San Mateo Retail,3094 San Mateo Blvd NE Ste 3100B,Albuquerque,NM,87110,35.084103,-106.650985,32003.63,75945.46,107949.09,2022-11-03-220052
Mj Express-O,755 S Telshor Blvd.. Bldg A,Las Cruces,NM,88011,32.31132,-106.74093,1631980.12,1628928.07,3260908.19,2022-11-03-220052
Mj Express-O,203 S. Foch Street,Truth or Consequences,NM,87901,33.126323,-107.254215,664507.54,373426.78,1037934.32,2022-11-03-220052
Mj Express-O Albuquerque,"417 Tramway Blvd. NE, Suite 2",Albuquerque,NM,87123,35.086878,-106.497335,1222572.03,1431614.54,2654186.57,2022-11-03-220052
Modern Medz Pharm/ Retail Bosque Farms Blvd,1495 Bosque Farms Blvd,Bosque Farms,NM,87068,34.860946,-106.690717,4748.81,7395.51,12144.32,2022-11-03-220052
Monster House Smoke Llc/ Retail N Solano Dr,301 N Solano Dr,Las Cruces,NM,88001,32.314959,-106.766892,21792.52,47769.27,69561.79,2022-11-03-220052
Mountain High Express,2381 Frontage Rd,Chama,NM,87520,34.09373,-106.89839,5574.12,59910.89,65485.01,2022-11-03-220052
Munchiez Cannabis Llc - Sudderth Dr Retail,1715 Sudderth Dr,Ruidoso,NM,88345,33.328558,-105.663388,186903.65,703356.25,890259.9,2022-11-03-220052
Natural Rx,508 Hwy. 85,Socorro,NM,87801,34.057277,-106.893017,342760.64,286409.24,629169.88,2022-11-03-220052
Natural Rx,4320 Lead Avenue SE,Albuquerque,NM,87108,35.079005,-106.632056,400531.05,492743.68,893274.73,2022-11-03-220052
Natural Rx,3414 State Hwy 47,Los Lunas,NM,87031,34.802146,-106.701674,165946.15,94142.01,260088.16,2022-11-03-220052
Natural Rx,8612 PASEO ALAMEDA SUITE E,Albuquerque,NM,87113,35.084103,-106.650985,87409.79,79946.57,167356.36,2022-11-03-220052
Natural Rx Dispensary,2220 Grande Blvd. Suite C,Rio Rancho,NM,87124,35.233375,-106.664472,341337.96,234367.62,575705.58,2022-11-03-220052
Natures Secret Cannabis - 4Th St Retail,2523 4th St NW,Albuquerque,NM,87102,35.091249,-106.650342,335746.61,932486.14,1268232.75,2022-11-03-220052
New Heights Dispensary Inc/ Retail Chama St Ne Ste B,516 Chama St NE Ste B,Albuquerque,NM,87108,35.08425,-106.56604,1767.35,12480.22,14247.57,2022-11-03-220052
New Mexico Alternative Care,534 East Broadway,FARMINGTON,NM,87401,36.719687,-108.182395,321026.58,719953.18,1040979.76,2022-11-03-220052
New Mexico Drip Llc - Central Ave Retail,9012 Central Ave SE,Albuquerque,NM,87123,35.0694,-106.509661,5980.0,14151.03,20131.03,2022-11-03-220052
New Mexico Top Organics  Coors,5115 Coors Blvd. NW,Albuquerque,NM,87120,35.106803,-106.704488,291897.09,202327.15,494224.24,2022-11-03-220052
New Mexico Top Organics Ultra Health Inc,"1155 McNutt, Building B",Sunland Park,NM,88063,31.79427,-106.55807,94989.39,353704.58,448693.97,2022-11-03-220052
New Mexico Top Organics Ultra Health Inc,824 E Route 66,Tucumcari,NM,88401,35.165084,-103.75884,147712.11,112550.91,260263.02,2022-11-03-220052
New Mexico Top Organics Ultra Health Inc,"4 George Court Suites B, C, D",Edgewood,NM,87015,35.061436,-106.191414,296530.2,512687.68,809217.88,2022-11-03-220052
New Mexico Top Organics Ultra Health Inc,745 Highway 64,Eagle Nest,NM,87718,35.438365,-107.324492,34554.75,202712.1,237266.85,2022-11-03-220052
New Mexico Top Organics Ultra Health Inc,1965 Bataan Memorial,Las Cruces,NM,88012,32.351383,-106.76682,275195.85,203931.55,479127.4,2022-11-03-220052
Nm Altitude Retail,1100 State Highway 528 Ne Suite A,Rio Rancho,NM,87144,35.233375,-106.664472,108634.42,242794.36,351428.78,2022-11-03-220052
Nm Altitude Retail, 1100 State Highway 528 Ne Suite A,Rio Rancho,NM,87144,35.233375,-106.664472,176377.96,427693.07,604071.03,2022-11-03-220052
Nmto- Ultra Health Clovis Dispensary,1512 N. Prince,Clovis,NM,88101,34.393582,-103.196566,654385.58,655085.85,1309471.43,2022-11-03-220052
Nmto- Ultra Health Los Lunas Dispensary,5A Thomas Road,Los Lunas,NM,87031,34.814209,-106.761307,420561.46,243110.12,663671.58,2022-11-03-220052
Nmto- Ultra Health Sunland Park Dispensary,1155 McNutt Road,Sunland Park,NM,88063,31.80968,-106.590955,559524.05,4205310.62,4764834.67,2022-11-03-220052
Nmto- Ultra Healthalamogordo Dispensary,601 N White Sands Blvd,Alamogordo,NM,88310,32.901511,-105.960298,1019019.53,625612.51,1644632.04,2022-11-03-220052
Nmto-Ultra Health,"100 Coors Blvd., NW",Albuquerque,NM,87120,35.08052,-106.70997,469299.06,572489.47,1041788.53,2022-11-03-220052
Nmto-Ultra Health,3213 Central Ave. NE,Albuquerque,NM,87106,35.081436,-106.626727,248371.44,316362.64,564734.08,2022-11-03-220052
Nmto-Ultra Health,3211 N Dal Paso,Hobbs,NM,88240,32.733511,-103.12758,700201.17,1960049.04,2660250.21,2022-11-03-220052
Nmto-Ultra Health,"201 San Pedro, SE, Ste C",Albuquerque,NM,87108,35.134453,-106.577532,358442.12,311003.9,669446.02,2022-11-03-220052
Nmto-Ultra Health,"3851 Southern Blvd., SE",Rio Rancho,NM,87124,35.241546,-106.670425,550548.13,520017.63,1070565.76,2022-11-03-220052
Nmto-Ultra Health,524 S. 1st St.,Clayton,NM,88415,36.44344,-103.179361,72383.9,303003.13,375387.03,2022-11-03-220052
Nmto-Ultra Health,7401 Menaul Blvd. NE,Albuquerque,NM,87110,35.108845,-106.531508,415982.02,296385.31,712367.33,2022-11-03-220052
Nmto-Ultra Health,255 Camino Don Tomas,Bernalillo,NM,87004,35.31752,-106.5534,358027.17,333422.57,691449.74,2022-11-03-220052
Nmto-Ultra Health,1907 St. Michaels Drive,Santa Fe,NM,87505,35.65991,-105.96898,316683.29,289603.51,606286.8,2022-11-03-220052
Nmto-Ultra Health 4Th Street Dispensary,5700 4th Street NW,Albuquerque,NM,87109,35.134968,-106.641969,278684.19,296009.31,574693.5,2022-11-03-220052
Nmto-Ultra Health Espanola Dispensary,811 A. North Riverside Drive,Espanola,NM,87532,36.023218,-106.06371,513482.81,460467.2,973950.01,2022-11-03-220052
Nmto-Ultra Health Farmington Dispensary,"4251 E. Main Street, Ste.s DE",Farmington,NM,87402,36.774322,-108.133162,213563.96,520462.34,734026.3,2022-11-03-220052
Nmto-Ultra Health Gallup Dispensary,200 W. Coal Ave,Gallup,NM,87301,35.523346,-108.756814,278933.88,1231392.49,1510326.37,2022-11-03-220052
Nmto-Ultra Health Las Cruces Dispensary,"1600 South Valley Drive, Suite D",Las Cruces,NM,88005,32.290164,-106.783965,1079192.67,961047.64,2040240.31,2022-11-03-220052
Nmto-Ultra Health Las Vegas Dispensary,252/254 Mills Ave.,Las Vegas,NM,87701,35.605472,-105.22287,182968.21,182499.84,365468.05,2022-11-03-220052
Nmto-Ultra Health Roswell Dispensary,"2800 N. Main Street, Suite 4",Roswell,NM,88201,33.435969,-104.52305,448295.85,264288.08,712583.93,2022-11-03-220052
Nmto-Ultra Health Santa Fe Dispensary,3875 Cerrillos Rd,Santa Fe,NM,87507,35.620423,-106.028899,140059.64,95251.83,235311.47,2022-11-03-220052
Nmto-Ultra Health Silver City Dispensary,2320 Highway 180 East,Silver City,NM,88061,32.78734,-108.25122,933097.58,618848.13,1551945.71,2022-11-03-220052
Occ Abq Llc,2925 Juan Tabo Blvd NE,Albuquerque,NM,87112,35.112993,-106.515551,148978.98,261785.94,410764.92,2022-11-03-220052
Occ Abq Llc,6311 Lomas Blvd NE,Albuquerque,NM,87111,35.08762,-106.57673,25170.5,37619.0,62789.5,2022-11-03-220052
Occ Abq Llc,426 E Main St,Farmington,NM,87401,36.739005,-108.177531,36524.0,174030.5,210554.5,2022-11-03-220052
Onestopsmokeshopvaper@Accessories - San Pedro Retail,1713 San Pedro Dr NE,Albuquerque,NM,87110,35.10918,-106.577475,5058.0,19316.0,24374.0,2022-11-03-220052
Organ Mountain Organix Llc - El Paseo Rd Retail,1300 El Paseo Rd Ste 1,Las Cruces,NM,88001,32.296563,-106.772954,47568.82,222872.46,270441.28,2022-11-03-220052
Organ Mountain Wellness Llc - Retail,1590 E Lohman Ave,Las Cruces,NM,88001,32.308852,-106.764603,274044.5,1003339.25,1277383.75,2022-11-03-220052
Organtica,1912 N. Date Street,Truth or Consequences,NM,87901,33.133153,-107.250398,265359.9,253847.01,519206.91,2022-11-03-220052
Organtica,1001 N. Pope Street,Silver City,NM,88061,32.777642,-108.275913,462195.96,451760.36,913956.32,2022-11-03-220052
Organtica,4001 Menaul Avenue NE,Albuquerque,NM,87110,35.10947,-106.59901,430699.15,417553.74,848252.89,2022-11-03-220052
Organtica- Retail,3900 Central AV SW,Albuquerque,NM,87102,35.079398,-106.712639,133884.99,300932.85,434817.84,2022-11-03-220052
Outlaw Herbs - Ft Sumner Retail,731 4th St,Fort Sumner,NM,88119,34.476704,-104.245412,21829.26,52380.26,74209.52,2022-11-03-220052
Pajarito Healing Herb Llc/ Retail Isleta Blvd Sw,6016 Isleta Blvd SW,Albuquerque,NM,87105,34.98978,-106.69541,5679.51,13158.08,18837.59,2022-11-03-220052
Paradise Distro Llc,4615 Menaul Blvd NE Ste A,Albuquerque,NM,87110,35.109249,-106.549617,0.0,8880.9,8880.9,2022-11-03-220052
"Pecos Oasis, Llc- Retail",221 South Canyon Street,Carlsbad,NM,88220,32.419142,-104.227722,26634.58,139561.3,166195.88,2022-11-03-220052
"Pecos Oasis, Llc- Retail", 221 South Canyon Street,Carlsbad,NM,88220,32.419142,-104.227722,34737.54,162047.86,196785.4,2022-11-03-220052
Pecos Valley - Dispensary,2460 Locust Street,Las Cruces,NM,88001,32.299545,-106.755778,540359.07,583958.96,1124318.03,2022-11-03-220052
Pecos Valley - Dispensary,313 W. Country Club,Roswell,NM,88201,33.394328,-104.522952,785903.33,725996.34,1511899.67,2022-11-03-220052
Pecos Valley - Production,"3050 Roadrunner Parkway, Ste A2",Las Cruces,NM,88011,32.336029,-106.750329,656207.8,614587.73,1270795.53,2022-11-03-220052
Pecos Valley - Production,300 N White Sands Blvd.,Alamogordo,NM,88310,32.901511,-105.960298,619911.09,339420.8,959331.89,2022-11-03-220052
Pecos Valley Dispensary-Clovis,5021 N. Prince,Clovis,NM,88101,34.393582,-103.196566,449949.48,587614.41,1037563.89,2022-11-03-220052
Pecos Valley Pharmaceuticals,251 98th St,Albuquerque,NM,87121,35.07657,-106.74469,226883.4,539400.94,766284.34,2022-11-03-220052
Pecos Valley Pharmaceuticals,810 W. Mermod St.,Carlsbad,NM,88220,32.420402,-104.236143,616845.45,625000.67,1241846.12,2022-11-03-220052
Pecos Valley Pharmaceuticals - Sunland Park,1925 Appaloosa Dr,Sunland Park,NM,88063,31.820033,-106.590547,514844.37,2409830.61,2924674.98,2022-11-03-220052
Pecos Valley Pharmaceuticals- 1St Retail,501 S. 1st  St,Artesia,NM,88210,32.83789,-104.39694,64642.11,110014.09,174656.2,2022-11-03-220052
Pecos Valley Pharmaceuticals- Retail Navajo,310 W Navajo Dr,Hobbs,NM,88240,32.740209,-103.140955,206222.91,450877.45,657100.36,2022-11-03-220052
Pecos Valley Production Dispensary,311 W. Broadway Street,Hobbs,NM,88240,32.700817,-103.142412,852578.87,2354313.81,3206892.68,2022-11-03-220052
Pecos Valley Production Dispensary,215 E 2nd Street,Portales,NM,88130,34.187154,-103.333786,465557.64,269280.33,734837.97,2022-11-03-220052
Pecos Valley Retail,1942 Old 66 HWY,Edgewood,NM,87105,35.061436,-106.191414,367321.71,510033.83,877355.54,2022-11-03-220052
Pecos Valley- Dispensary,5200 Eubank Blvd NE,Albuquerque,NM,87111,35.154232,-106.524295,181691.55,264703.32,446394.87,2022-11-03-220052
Pecos Valley- Retail,300 Granada St,Tularosa,NM,88352,33.073973,-106.018602,237846.31,227461.92,465308.23,2022-11-03-220052
Pecos Valley-Dispensary,812 N. Canal Street,Carlsbad,NM,88220,32.427428,-104.228973,252866.64,332325.41,585192.05,2022-11-03-220052
Pecos Valley-Dispensary Ruidoso,1000 Sudderth Drive,Ruidoso,NM,88345,33.328558,-105.663388,579855.93,739925.15,1319781.08,2022-11-03-220052
Pueblo Of Pojoaque Wo Povi Cannabis,68 Cities of Gold Rd,Santa Fe,NM,87506,35.88349,-106.01439,97602.52,231465.83,329068.35,2022-11-03-220052
Puff On 66 Llc - Route 66 Retail,912 E Route 66 Blvd,Tucumcari,NM,88401,35.165084,-103.75884,38895.16,263878.31,302773.47,2022-11-03-220052
Pur Life Retail, 7001 Montgomery Blvd,Albuquerque,NM,87109,35.131252,-106.607363,408380.85,722148.36,1130529.21,2022-11-03-220052
Pur Life Retail,7001 Montgomery Blvd,Albuquerque,NM,87109,35.13105,-106.56828,133602.52,263827.9,397430.42,2022-11-03-220052
"Purlife - Us-550 S, Bernalillo",501 US-550 S,Bernalillo,NM,87004,35.321882,-106.556403,432958.48,1032221.74,1465180.22,2022-11-03-220052
Purlife Dispensary,3821-F Menaul Blvd. NE,Albuquerque,NM,87110,35.10946,-106.60152,1218154.52,1641655.05,2859809.57,2022-11-03-220052
Purlife Dispensary,123 N. White Sands Blvd,Alamogordo,NM,88310,32.901511,-105.960298,1753557.1,1633151.95,3386709.05,2022-11-03-220052
Purlife Dispensary,1000 Golf Course Rd SE,Rio Rancho,NM,87124,35.229916,-106.67708,1370915.29,1736326.09,3107241.38,2022-11-03-220052
Purlife Dispensary,9800 Montgomery Blvd NE,Albuquerque,NM,87110,35.130738,-106.522295,1095875.09,1169927.85,2265802.94,2022-11-03-220052
